,Unnamed: 0,Unnamed: 0.1,review_rating,hotel_locality,hotel_name,hotel_rating,num_reviews_reviewer,review_body,review_date,review_title,review_url,reviewer_name,user_location
717,717,717,40,Bethlehem,Holy Family Hotel,4 of 5 bubbles,262,"We had previously stayed at another, much less salubrious (being kind) hotel in Bethlehem, so it was with some trepidation that I returned to the town to try again-albeit at a different establishment. I was very pleased to note that 90% of our experience at the Holy Family Hotel was excellent. The rooms were very clean and comfortable; staff were extremely friendly and helpful; the off-street parking easily accessible; the wifi in the rooms had a strong signal; and, the noise at night was minimal despite being opposite a busy bus terminal.Some things that could improve include: trying to limit the smoking in the lobby/bar area (although this is a problem all over the ME); and, having at least one English language TV channel - such as BBC or al-Jezeera. These are very small issues, but would have made my stay even better.","December 3, 2017",Very comfortable stay in central Bethlehem,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r544778352-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,R0hanL,"Amman Governorate, Jordan"
718,718,718,40,Bethlehem,Holy Family Hotel,4 of 5 bubbles,89,"The Hotel is of a good standard, with an open and welcoming atrium. The dining room is clean, with buffet style food which is locally sourced, and very tasty. The Menu in Palestinian type food, which we found very tasty and very healthy. It is only a few minutes walk to Manger Square, and the Church of the Nativity. Also quite close to the Shepherds Fields. There is much to see and learn in this area of Palestine. The local people are very gentle and dignified, and striving to make their lives as reasonable as possible under very difficult conditions.","May 21, 2017",A very pleasant hotel in an ideal position,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r486213157-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,dickthed0c,"Eastbourne, United Kingdom"
719,719,719,10,Bethlehem,Holy Family Hotel,4 of 5 bubbles,1,"We are a group of 46 persons to visit Holy Lands of Israel (Riya Holidays from Kerala, India), reached Holy Family Hotel for 3 days stay on the evening of 12th Sept 2016. I shared room with one other person of this group. On the first day itself we noticed that toilet flush is not working well, but we understand that it is actually more worse when we used it in the next morning. I reported to the reception and even if they promised it was not fixed in the next evening. Then they give us another promise that our room will be changed the next day, since no other rooms are available at present. When we reached next day evening I went to the reception to know the new room number. But they are saying that the problem is fixed and we can continue on the same room itself. But when we checked the toilet nothing is fixed and its condition is worse to its extreme. We were not able to use the toilet properly for the last two days and so we were suffereing like hell. On the first day they were trying to blame us saying that we put the toilet papers on the flush and so the problem arised. But we are facing this problem even before we actually using this toilet. Then I went to the reception and said, but they are still saying that no other rooms are availble now. Then I shouted with them and they immediately given us a new room. We both experienced a terrible days at this hotel without using the toilet for 2 days. I feel like staff are not even caring about even the basic needs of a guest there.","September 28, 2016",Very terrible experience on our 3 days stay,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r423367872-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,jomyjohnson,"Kochi (Cochin), India"
720,720,720,50,Bethlehem,Holy Family Hotel,4 of 5 bubbles,4,"I have stayed here twice on my travels to the Holy Land. Each time we were greeted with such hospitality and kindness. The Hotel staff is wonderful, the facilities are clean and it is just a short 2 min walk to the church of the Nativity and Manger Square. The free wifi is also a plus! Thank you Holy Family Hotel for doing such an amazing job!","February 5, 2016",Amazing Hospitality!,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r345166388-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Oceans991,"Columbus, Ohio"
721,721,721,40,Bethlehem,Holy Family Hotel,4 of 5 bubbles,62,"The hotel has very friendly atmosphere and very friendly personnel. It is a 3* hotel, with excellent down town position, few steps from Nativity Church. Food is very tasty, we had half board and they have buffet style. The selection was rich. Rooms are not so large, bathroom with shower. But they are comfortable and very clean.","January 10, 2016",Excellent Service,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r338899066-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Mirela57ro,"Bucharest, Romania"
722,722,722,40,Bethlehem,Holy Family Hotel,4 of 5 bubbles,262,"We had previously stayed at another, much less salubrious (being kind) hotel in Bethlehem, so it was with some trepidation that I returned to the town to try again-albeit at a different establishment. I was very pleased to note that 90% of our experience at the Holy Family Hotel was excellent. The rooms were very clean and comfortable; staff were extremely friendly and helpful; the off-street parking easily accessible; the wifi in the rooms had a strong signal; and, the noise at night was minimal despite being opposite a busy bus terminal.Some things that could improve include: trying to limit the smoking in the lobby/bar area (although this is a problem all over the ME); and, having at least one English language TV channel - such as BBC or al-Jezeera. These are very small issues, but would have made my stay even better.","December 3, 2017",Very comfortable stay in central Bethlehem,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r544778352-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,R0hanL,"Amman Governorate, Jordan"
723,723,723,40,Bethlehem,Holy Family Hotel,4 of 5 bubbles,89,"The Hotel is of a good standard, with an open and welcoming atrium. The dining room is clean, with buffet style food which is locally sourced, and very tasty. The Menu in Palestinian type food, which we found very tasty and very healthy. It is only a few minutes walk to Manger Square, and the Church of the Nativity. Also quite close to the Shepherds Fields. There is much to see and learn in this area of Palestine. The local people are very gentle and dignified, and striving to make their lives as reasonable as possible under very difficult conditions.","May 21, 2017",A very pleasant hotel in an ideal position,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r486213157-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,dickthed0c,"Eastbourne, United Kingdom"
724,724,724,10,Bethlehem,Holy Family Hotel,4 of 5 bubbles,1,"We are a group of 46 persons to visit Holy Lands of Israel (Riya Holidays from Kerala, India), reached Holy Family Hotel for 3 days stay on the evening of 12th Sept 2016. I shared room with one other person of this group. On the first day itself we noticed that toilet flush is not working well, but we understand that it is actually more worse when we used it in the next morning. I reported to the reception and even if they promised it was not fixed in the next evening. Then they give us another promise that our room will be changed the next day, since no other rooms are available at present. When we reached next day evening I went to the reception to know the new room number. But they are saying that the problem is fixed and we can continue on the same room itself. But when we checked the toilet nothing is fixed and its condition is worse to its extreme. We were not able to use the toilet properly for the last two days and so we were suffereing like hell. On the first day they were trying to blame us saying that we put the toilet papers on the flush and so the problem arised. But we are facing this problem even before we actually using this toilet. Then I went to the reception and said, but they are still saying that no other rooms are availble now. Then I shouted with them and they immediately given us a new room. We both experienced a terrible days at this hotel without using the toilet for 2 days. I feel like staff are not even caring about even the basic needs of a guest there.","September 28, 2016",Very terrible experience on our 3 days stay,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r423367872-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,jomyjohnson,"Kochi (Cochin), India"
725,725,725,50,Bethlehem,Holy Family Hotel,4 of 5 bubbles,4,"I have stayed here twice on my travels to the Holy Land. Each time we were greeted with such hospitality and kindness. The Hotel staff is wonderful, the facilities are clean and it is just a short 2 min walk to the church of the Nativity and Manger Square. The free wifi is also a plus! Thank you Holy Family Hotel for doing such an amazing job!","February 5, 2016",Amazing Hospitality!,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r345166388-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Oceans991,"Columbus, Ohio"
726,726,726,40,Bethlehem,Holy Family Hotel,4 of 5 bubbles,62,"The hotel has very friendly atmosphere and very friendly personnel. It is a 3* hotel, with excellent down town position, few steps from Nativity Church. Food is very tasty, we had half board and they have buffet style. The selection was rich. Rooms are not so large, bathroom with shower. But they are comfortable and very clean.","January 10, 2016",Excellent Service,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r338899066-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Mirela57ro,"Bucharest, Romania"
727,727,727,40,Bethlehem,Holy Family Hotel,4 of 5 bubbles,262,"We had previously stayed at another, much less salubrious (being kind) hotel in Bethlehem, so it was with some trepidation that I returned to the town to try again-albeit at a different establishment. I was very pleased to note that 90% of our experience at the Holy Family Hotel was excellent. The rooms were very clean and comfortable; staff were extremely friendly and helpful; the off-street parking easily accessible; the wifi in the rooms had a strong signal; and, the noise at night was minimal despite being opposite a busy bus terminal.Some things that could improve include: trying to limit the smoking in the lobby/bar area (although this is a problem all over the ME); and, having at least one English language TV channel - such as BBC or al-Jezeera. These are very small issues, but would have made my stay even better.","December 3, 2017",Very comfortable stay in central Bethlehem,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r544778352-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,R0hanL,"Amman Governorate, Jordan"
728,728,728,40,Bethlehem,Holy Family Hotel,4 of 5 bubbles,89,"The Hotel is of a good standard, with an open and welcoming atrium. The dining room is clean, with buffet style food which is locally sourced, and very tasty. The Menu in Palestinian type food, which we found very tasty and very healthy. It is only a few minutes walk to Manger Square, and the Church of the Nativity. Also quite close to the Shepherds Fields. There is much to see and learn in this area of Palestine. The local people are very gentle and dignified, and striving to make their lives as reasonable as possible under very difficult conditions.","May 21, 2017",A very pleasant hotel in an ideal position,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r486213157-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,dickthed0c,"Eastbourne, United Kingdom"
729,729,729,10,Bethlehem,Holy Family Hotel,4 of 5 bubbles,1,"We are a group of 46 persons to visit Holy Lands of Israel (Riya Holidays from Kerala, India), reached Holy Family Hotel for 3 days stay on the evening of 12th Sept 2016. I shared room with one other person of this group. On the first day itself we noticed that toilet flush is not working well, but we understand that it is actually more worse when we used it in the next morning. I reported to the reception and even if they promised it was not fixed in the next evening. Then they give us another promise that our room will be changed the next day, since no other rooms are available at present. When we reached next day evening I went to the reception to know the new room number. But they are saying that the problem is fixed and we can continue on the same room itself. But when we checked the toilet nothing is fixed and its condition is worse to its extreme. We were not able to use the toilet properly for the last two days and so we were suffereing like hell. On the first day they were trying to blame us saying that we put the toilet papers on the flush and so the problem arised. But we are facing this problem even before we actually using this toilet. Then I went to the reception and said, but they are still saying that no other rooms are availble now. Then I shouted with them and they immediately given us a new room. We both experienced a terrible days at this hotel without using the toilet for 2 days. I feel like staff are not even caring about even the basic needs of a guest there.","September 28, 2016",Very terrible experience on our 3 days stay,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r423367872-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,jomyjohnson,"Kochi (Cochin), India"
730,730,730,50,Bethlehem,Holy Family Hotel,4 of 5 bubbles,4,"I have stayed here twice on my travels to the Holy Land. Each time we were greeted with such hospitality and kindness. The Hotel staff is wonderful, the facilities are clean and it is just a short 2 min walk to the church of the Nativity and Manger Square. The free wifi is also a plus! Thank you Holy Family Hotel for doing such an amazing job!","February 5, 2016",Amazing Hospitality!,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r345166388-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Oceans991,"Columbus, Ohio"
731,731,731,40,Bethlehem,Holy Family Hotel,4 of 5 bubbles,62,"The hotel has very friendly atmosphere and very friendly personnel. It is a 3* hotel, with excellent down town position, few steps from Nativity Church. Food is very tasty, we had half board and they have buffet style. The selection was rich. Rooms are not so large, bathroom with shower. But they are comfortable and very clean.","January 10, 2016",Excellent Service,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r338899066-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Mirela57ro,"Bucharest, Romania"
732,732,732,40,Bethlehem,Holy Family Hotel,4 of 5 bubbles,262,"We had previously stayed at another, much less salubrious (being kind) hotel in Bethlehem, so it was with some trepidation that I returned to the town to try again-albeit at a different establishment. I was very pleased to note that 90% of our experience at the Holy Family Hotel was excellent. The rooms were very clean and comfortable; staff were extremely friendly and helpful; the off-street parking easily accessible; the wifi in the rooms had a strong signal; and, the noise at night was minimal despite being opposite a busy bus terminal.Some things that could improve include: trying to limit the smoking in the lobby/bar area (although this is a problem all over the ME); and, having at least one English language TV channel - such as BBC or al-Jezeera. These are very small issues, but would have made my stay even better.","December 3, 2017",Very comfortable stay in central Bethlehem,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r544778352-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,R0hanL,"Amman Governorate, Jordan"
733,733,733,40,Bethlehem,Holy Family Hotel,4 of 5 bubbles,89,"The Hotel is of a good standard, with an open and welcoming atrium. The dining room is clean, with buffet style food which is locally sourced, and very tasty. The Menu in Palestinian type food, which we found very tasty and very healthy. It is only a few minutes walk to Manger Square, and the Church of the Nativity. Also quite close to the Shepherds Fields. There is much to see and learn in this area of Palestine. The local people are very gentle and dignified, and striving to make their lives as reasonable as possible under very difficult conditions.","May 21, 2017",A very pleasant hotel in an ideal position,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r486213157-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,dickthed0c,"Eastbourne, United Kingdom"
734,734,734,10,Bethlehem,Holy Family Hotel,4 of 5 bubbles,1,"We are a group of 46 persons to visit Holy Lands of Israel (Riya Holidays from Kerala, India), reached Holy Family Hotel for 3 days stay on the evening of 12th Sept 2016. I shared room with one other person of this group. On the first day itself we noticed that toilet flush is not working well, but we understand that it is actually more worse when we used it in the next morning. I reported to the reception and even if they promised it was not fixed in the next evening. Then they give us another promise that our room will be changed the next day, since no other rooms are available at present. When we reached next day evening I went to the reception to know the new room number. But they are saying that the problem is fixed and we can continue on the same room itself. But when we checked the toilet nothing is fixed and its condition is worse to its extreme. We were not able to use the toilet properly for the last two days and so we were suffereing like hell. On the first day they were trying to blame us saying that we put the toilet papers on the flush and so the problem arised. But we are facing this problem even before we actually using this toilet. Then I went to the reception and said, but they are still saying that no other rooms are availble now. Then I shouted with them and they immediately given us a new room. We both experienced a terrible days at this hotel without using the toilet for 2 days. I feel like staff are not even caring about even the basic needs of a guest there.","September 28, 2016",Very terrible experience on our 3 days stay,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r423367872-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,jomyjohnson,"Kochi (Cochin), India"
735,735,735,50,Bethlehem,Holy Family Hotel,4 of 5 bubbles,4,"I have stayed here twice on my travels to the Holy Land. Each time we were greeted with such hospitality and kindness. The Hotel staff is wonderful, the facilities are clean and it is just a short 2 min walk to the church of the Nativity and Manger Square. The free wifi is also a plus! Thank you Holy Family Hotel for doing such an amazing job!","February 5, 2016",Amazing Hospitality!,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r345166388-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Oceans991,"Columbus, Ohio"
736,736,736,40,Bethlehem,Holy Family Hotel,4 of 5 bubbles,62,"The hotel has very friendly atmosphere and very friendly personnel. It is a 3* hotel, with excellent down town position, few steps from Nativity Church. Food is very tasty, we had half board and they have buffet style. The selection was rich. Rooms are not so large, bathroom with shower. But they are comfortable and very clean.","January 10, 2016",Excellent Service,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d2099106-r338899066-Holy_Family_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Mirela57ro,"Bucharest, Romania"
737,737,737,40,Bethlehem,Manger Square Hotel,4 of 5 bubbles,20,"Really enjoyed this hotel.Metres from Manger Square, Church of the Nativity, great shopping spots,and eateries.Hotel gave great advise & were friendly and we felt very safe in this location.We will definitely stay here again.","December 15, 2017",Great location,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r547459080-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,peterFW2000,"Melbourne, Australia"
738,738,738,40,Bethlehem,Manger Square Hotel,4 of 5 bubbles,18,"Came as part of a group of thirty pilgrims. Good location near to Manger Square and more importantly for us, very close to the Church of the Nativity. The rooms were large and comfortable with a spacious bathroom, Coffee and Tea facilities were available but we needed to bring up greasy milk from the breakfast room each morning- staff happy with this.Average choice of food for breakfast but good for the evening meal, and staff in the dining room very pleasant.Luggage transported to and from coach if left outside of room at a specific time.Allow plenty of time if you are visiting the church as queues may be 2hrs. Well worth the wait but if the visit time is chosen early, not quite so long.Enjoyable stay.","November 27, 2017",Five Days in Bethlehem,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r543588154-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,josephine06,"Sheffield, United Kingdom"
739,739,739,50,Bethlehem,Manger Square Hotel,4 of 5 bubbles,42,Second stay in this hotel. Rooms reasonable size and food plentiful and ok. Perfect spot for visiting church of the Nativity could do with more lifts as the coach park is many floors below reception. Reception area and bar good. Staff helpful,"November 12, 2017",Perfect location,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r540577002-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,mjdon,"London, United Kingdom"
740,740,740,40,Bethlehem,Manger Square Hotel,4 of 5 bubbles,58,"Came as part of a group. Nice clean and airy hotel. The main entrance leads almost straight onto Manger Sq and church of the Nativity. Room was a reasonable size, bathroom decent, everything was clean and the plated meal we got for our late arrival was great. Dining room on floor 6 was good. Loved the choice of breakfast, the hummus is delicious, there was something for everyone from an English/continental breakfast to a middle eastern style. Dinner was good too, lots of choice. Staff were pleasant and helpful. Bar was good - definitely a good hotel to stay in if you want to be comfortable and clean. No evidence of rooftop swimming pool but we didn't have much time for that. Wifi only really worked in the lobby areas and with a big group and lots of luggage the lifts became an issue as one had to wait for ages to get one. Mostly used stairs but clearly that's not available to everyone. Luggage was transported to and from our coach which was helpful.","October 25, 2017",Holy Land Pilgrimage,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r535854620-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Barbara K,"Shipley, United Kingdom"
741,741,741,40,Bethlehem,Manger Square Hotel,4 of 5 bubbles,20,"Really enjoyed this hotel.Metres from Manger Square, Church of the Nativity, great shopping spots,and eateries.Hotel gave great advise & were friendly and we felt very safe in this location.We will definitely stay here again.","December 15, 2017",Great location,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r547459080-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,peterFW2000,"Melbourne, Australia"
742,742,742,40,Bethlehem,Manger Square Hotel,4 of 5 bubbles,18,"Came as part of a group of thirty pilgrims. Good location near to Manger Square and more importantly for us, very close to the Church of the Nativity. The rooms were large and comfortable with a spacious bathroom, Coffee and Tea facilities were available but we needed to bring up greasy milk from the breakfast room each morning- staff happy with this.Average choice of food for breakfast but good for the evening meal, and staff in the dining room very pleasant.Luggage transported to and from coach if left outside of room at a specific time.Allow plenty of time if you are visiting the church as queues may be 2hrs. Well worth the wait but if the visit time is chosen early, not quite so long.Enjoyable stay.","November 27, 2017",Five Days in Bethlehem,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r543588154-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,josephine06,"Sheffield, United Kingdom"
743,743,743,50,Bethlehem,Manger Square Hotel,4 of 5 bubbles,42,Second stay in this hotel. Rooms reasonable size and food plentiful and ok. Perfect spot for visiting church of the Nativity could do with more lifts as the coach park is many floors below reception. Reception area and bar good. Staff helpful,"November 12, 2017",Perfect location,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r540577002-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,mjdon,"London, United Kingdom"
744,744,744,40,Bethlehem,Manger Square Hotel,4 of 5 bubbles,58,"Came as part of a group. Nice clean and airy hotel. The main entrance leads almost straight onto Manger Sq and church of the Nativity. Room was a reasonable size, bathroom decent, everything was clean and the plated meal we got for our late arrival was great. Dining room on floor 6 was good. Loved the choice of breakfast, the hummus is delicious, there was something for everyone from an English/continental breakfast to a middle eastern style. Dinner was good too, lots of choice. Staff were pleasant and helpful. Bar was good - definitely a good hotel to stay in if you want to be comfortable and clean. No evidence of rooftop swimming pool but we didn't have much time for that. Wifi only really worked in the lobby areas and with a big group and lots of luggage the lifts became an issue as one had to wait for ages to get one. Mostly used stairs but clearly that's not available to everyone. Luggage was transported to and from our coach which was helpful.","October 25, 2017",Holy Land Pilgrimage,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r535854620-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Barbara K,"Shipley, United Kingdom"
745,745,745,40,Bethlehem,Manger Square Hotel,4 of 5 bubbles,20,"Really enjoyed this hotel.Metres from Manger Square, Church of the Nativity, great shopping spots,and eateries.Hotel gave great advise & were friendly and we felt very safe in this location.We will definitely stay here again.","December 15, 2017",Great location,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r547459080-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,peterFW2000,"Melbourne, Australia"
746,746,746,40,Bethlehem,Manger Square Hotel,4 of 5 bubbles,18,"Came as part of a group of thirty pilgrims. Good location near to Manger Square and more importantly for us, very close to the Church of the Nativity. The rooms were large and comfortable with a spacious bathroom, Coffee and Tea facilities were available but we needed to bring up greasy milk from the breakfast room each morning- staff happy with this.Average choice of food for breakfast but good for the evening meal, and staff in the dining room very pleasant.Luggage transported to and from coach if left outside of room at a specific time.Allow plenty of time if you are visiting the church as queues may be 2hrs. Well worth the wait but if the visit time is chosen early, not quite so long.Enjoyable stay.","November 27, 2017",Five Days in Bethlehem,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r543588154-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,josephine06,"Sheffield, United Kingdom"
747,747,747,50,Bethlehem,Manger Square Hotel,4 of 5 bubbles,42,Second stay in this hotel. Rooms reasonable size and food plentiful and ok. Perfect spot for visiting church of the Nativity could do with more lifts as the coach park is many floors below reception. Reception area and bar good. Staff helpful,"November 12, 2017",Perfect location,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r540577002-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,mjdon,"London, United Kingdom"
748,748,748,40,Bethlehem,Manger Square Hotel,4 of 5 bubbles,58,"Came as part of a group. Nice clean and airy hotel. The main entrance leads almost straight onto Manger Sq and church of the Nativity. Room was a reasonable size, bathroom decent, everything was clean and the plated meal we got for our late arrival was great. Dining room on floor 6 was good. Loved the choice of breakfast, the hummus is delicious, there was something for everyone from an English/continental breakfast to a middle eastern style. Dinner was good too, lots of choice. Staff were pleasant and helpful. Bar was good - definitely a good hotel to stay in if you want to be comfortable and clean. No evidence of rooftop swimming pool but we didn't have much time for that. Wifi only really worked in the lobby areas and with a big group and lots of luggage the lifts became an issue as one had to wait for ages to get one. Mostly used stairs but clearly that's not available to everyone. Luggage was transported to and from our coach which was helpful.","October 25, 2017",Holy Land Pilgrimage,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r535854620-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Barbara K,"Shipley, United Kingdom"
749,749,749,40,Bethlehem,Manger Square Hotel,4 of 5 bubbles,20,"Really enjoyed this hotel.Metres from Manger Square, Church of the Nativity, great shopping spots,and eateries.Hotel gave great advise & were friendly and we felt very safe in this location.We will definitely stay here again.","December 15, 2017",Great location,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r547459080-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,peterFW2000,"Melbourne, Australia"
750,750,750,40,Bethlehem,Manger Square Hotel,4 of 5 bubbles,18,"Came as part of a group of thirty pilgrims. Good location near to Manger Square and more importantly for us, very close to the Church of the Nativity. The rooms were large and comfortable with a spacious bathroom, Coffee and Tea facilities were available but we needed to bring up greasy milk from the breakfast room each morning- staff happy with this.Average choice of food for breakfast but good for the evening meal, and staff in the dining room very pleasant.Luggage transported to and from coach if left outside of room at a specific time.Allow plenty of time if you are visiting the church as queues may be 2hrs. Well worth the wait but if the visit time is chosen early, not quite so long.Enjoyable stay.","November 27, 2017",Five Days in Bethlehem,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r543588154-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,josephine06,"Sheffield, United Kingdom"
751,751,751,50,Bethlehem,Manger Square Hotel,4 of 5 bubbles,42,Second stay in this hotel. Rooms reasonable size and food plentiful and ok. Perfect spot for visiting church of the Nativity could do with more lifts as the coach park is many floors below reception. Reception area and bar good. Staff helpful,"November 12, 2017",Perfect location,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r540577002-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,mjdon,"London, United Kingdom"
752,752,752,40,Bethlehem,Manger Square Hotel,4 of 5 bubbles,58,"Came as part of a group. Nice clean and airy hotel. The main entrance leads almost straight onto Manger Sq and church of the Nativity. Room was a reasonable size, bathroom decent, everything was clean and the plated meal we got for our late arrival was great. Dining room on floor 6 was good. Loved the choice of breakfast, the hummus is delicious, there was something for everyone from an English/continental breakfast to a middle eastern style. Dinner was good too, lots of choice. Staff were pleasant and helpful. Bar was good - definitely a good hotel to stay in if you want to be comfortable and clean. No evidence of rooftop swimming pool but we didn't have much time for that. Wifi only really worked in the lobby areas and with a big group and lots of luggage the lifts became an issue as one had to wait for ages to get one. Mostly used stairs but clearly that's not available to everyone. Luggage was transported to and from our coach which was helpful.","October 25, 2017",Holy Land Pilgrimage,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r535854620-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,Barbara K,"Shipley, United Kingdom"
753,753,753,40,Bethlehem,Manger Square Hotel,4 of 5 bubbles,20,"Really enjoyed this hotel.Metres from Manger Square, Church of the Nativity, great shopping spots,and eateries.Hotel gave great advise & were friendly and we felt very safe in this location.We will definitely stay here again.","December 15, 2017",Great location,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r547459080-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,peterFW2000,"Melbourne, Australia"
754,754,754,40,Bethlehem,Manger Square Hotel,4 of 5 bubbles,18,"Came as part of a group of thirty pilgrims. Good location near to Manger Square and more importantly for us, very close to the Church of the Nativity. The rooms were large and comfortable with a spacious bathroom, Coffee and Tea facilities were available but we needed to bring up greasy milk from the breakfast room each morning- staff happy with this.Average choice of food for breakfast but good for the evening meal, and staff in the dining room very pleasant.Luggage transported to and from coach if left outside of room at a specific time.Allow plenty of time if you are visiting the church as queues may be 2hrs. Well worth the wait but if the visit time is chosen early, not quite so long.Enjoyable stay.","November 27, 2017",Five Days in Bethlehem,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r543588154-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,josephine06,"Sheffield, United Kingdom"
755,755,755,50,Bethlehem,Manger Square Hotel,4 of 5 bubbles,42,Second stay in this hotel. Rooms reasonable size and food plentiful and ok. Perfect spot for visiting church of the Nativity could do with more lifts as the coach park is many floors below reception. Reception area and bar good. Staff helpful,"November 12, 2017",Perfect location,https://www.tripadvisor.com.au/ShowUserReviews-g293978-d3291336-r540577002-Manger_Square_Hotel-Bethlehem_West_Bank.html#CHECK_RATES_CONT,mjdon,"London, United Kingdom"
