,Form,Topic Category,Rank,Type,Polarity
993,area,concept,9,Top>Location,P+
994,room,concept,10,Top>Location>Facility,P
995,room,concept,11,Top>Location>Facility,P
1000,bathroom,concept,5,Top>Location>Facility,P
1002,room,concept,7,Top>Location>Facility,P
1004,room,concept,9,Top>Location>Facility,P
1007,complaint,concept,3,Top>OtherEntity>Disease,P
1009,paradise,concept,5,Top>Location,NEU
1011,friendly,concept,7,Top,P
1012,complaint,concept,8,Top,P
1013,staff,concept,9,Top>Organization,P+
1014,room,concept,10,Top>Location>Facility,P
1015,room,concept,11,Top>Location>Facility,P
1018,Paradise Hotel,entity,3,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
1021,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
1023,tourism,concept,4,Top,P+
1024,visitor,concept,5,Top>Person,P+
1025,Palestinian,concept,6,Top,P+
1027,paradise,concept,8,Top>Location,NEU
1028,food,concept,9,Top>Product>Food,P+
1029,place,concept,10,Top>Location,P
1033,economy,concept,14,Top>OtherEntity>Doctrine>Academic,P+
1035,tourist,concept,16,Top>Person,N
1036,AC,entity,1,Top,P+
1038,question,concept,2,Top,P
1040,food,concept,4,Top>Product>Food,P+
1042,staff,concept,6,Top>Organization,P+
1043,friendly,concept,7,Top,P+
1046,area,concept,10,Top>Location,P+
1048,balcony,concept,12,Top>Location,P+
1049,room,concept,13,Top>Location>Facility,P+
1052,room,concept,16,Top>Location>Facility,P+
1054,lunch,concept,1,Top>Product>Food,P
1057,breakfast,concept,4,Top>Event,P
1058,breakfast,concept,5,Top>Product>Food,P
1059,staff,concept,6,Top>Organization,P
1060,friendly,concept,7,Top,P
1067,buffet,concept,5,Top,P
1068,breakfast,concept,6,Top>Event,P
1069,breakfast,concept,7,Top>Product>Food,P
1070,staff,concept,8,Top>Organization,P+
1072,room,concept,10,Top>Location>Facility,P
1074,room,concept,12,Top>Location>Facility,P
1075,Sheraton,entity,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
1078,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
1080,condition,concept,3,Top,P
1081,food,concept,4,Top>Product>Food,P
1086,Tour,entity,1,Top>Person>LastName,P
1089,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
1090,bus,concept,3,Top>Product>Machine>Vehicle,P
1094,food,concept,7,Top>Product>Food,P+
1095,breakfast,concept,8,Top>Event,N
1096,breakfast,concept,9,Top>Product>Food,N
1097,friendly,concept,10,Top,P
1098,dinner,concept,11,Top>Product>Food,N
1100,dinner,concept,13,Top>Event,N
1101,plan,concept,14,Top>OtherEntity>Doctrine>Plan,P
1104,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
1105,location,concept,2,Top>Location>Address,P
1106,location,concept,3,Top>Location,P
1107,taxi driver,concept,4,Top>OtherEntity>Vocation,P+
1112,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
1113,environment,concept,2,Top,N+
1115,environment,concept,4,Top,N+
1120,star,concept,2,Top>OtherEntity>Vocation,P
1121,depressing,concept,3,Top,N
1122,food,concept,4,Top>Product>Food,N
1124,area,concept,6,Top>Location,N+
1125,star,concept,7,Top>Location>AstralBody>Star,P
1126,hotel room,concept,8,Top,NEU
1128,kind,concept,2,Top>OtherEntity>Class,N
1131,food,concept,5,Top>Product>Food,P+
1134,staff,concept,8,Top>Organization,P
1136,room,concept,10,Top>Location>Facility,P
1138,room,concept,12,Top>Location>Facility,P
1140,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
1141,location,concept,3,Top>Location>Address,P
1142,location,concept,4,Top>Location,P
1143,food,concept,5,Top>Product>Food,P
1150,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
1153,welcome,concept,5,Top>OtherEntity,P
1154,restaurant,concept,6,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P
1155,special,concept,7,Top>Product>CulturalProduct>Broadcast,P
1159,food,concept,11,Top>Product>Food,P+
1160,dollar,concept,12,Top>Unit>Currency,P
1161,store,concept,13,Top>Location>Facility>Market,N
1162,souvenir,concept,14,Top,N
1163,bread,concept,15,Top>Product>Food>CookedPlate,P+
1164,reception,concept,16,Top,P
1165,staff,concept,17,Top>Organization,P
1166,friendly,concept,18,Top,P
1167,area,concept,19,Top>Location,P
1168,tour guide,concept,20,Top,P+
1169,neighborhood,concept,21,Top>Location>GeoPoliticalEntity,P+
1170,currency,concept,22,Top>Unit>Currency,P
1171,location,concept,1,Top>Location>Address,P
1172,location,concept,2,Top>Location,P
1173,food,concept,3,Top>Product>Food,P
1174,place,concept,4,Top>Location,NEU
1179,Bethlehem,entity,2,Top>Location>GeoPoliticalEntity,P
1180,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
1184,conference,concept,5,Top>Event>Occasion,P
1185,bathroom,concept,6,Top>Location>Facility,P
1187,living room,concept,8,Top>Location>Facility,P
1188,hall,concept,9,Top>Location>Facility,P
1189,conference,concept,10,Top>Event>Occasion>Conference,P
1191,room,concept,12,Top>Location>Facility,P
1192,conference,concept,13,Top>Event,P
1194,Belen,entity,2,Top>Location>GeoPoliticalEntity>City,P
1195,Shepherds Field,entity,3,Top>Location>Facility>Sport,P
1196,Church of the Nativity,entity,4,Top>Location>Facility,P
1201,profession,concept,2,Top>OtherEntity>Vocation,P
1204,hotel,concept,5,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
1214,place,concept,15,Top>Location,P
1217,traveler,concept,18,Top>Person,P
1221,Palestinian,concept,22,Top>Person,N
1224,mile,concept,25,Top>Unit>PhysicalExtentUnit,P
1236,bed,concept,1,Top>Location>GeographicalEntity>WaterForm>Channel,P
1240,shower,concept,5,Top>Event>NaturalPhenomena,P
1241,buffet,concept,6,Top,P+
1242,Palestinian,concept,7,Top,N
1245,job,concept,10,Top>OtherEntity>Vocation,P
1247,bathroom,concept,12,Top>Location>Facility,P
1250,room,concept,15,Top>Location>Facility,P+
1252,territory,concept,17,Top>Location,N
1253,room,concept,18,Top>Location>Facility,P+
1254,Israel,entity,1,Top>Location>GeoPoliticalEntity>Country,P+
1255,Jordan,entity,2,Top>Location>GeoPoliticalEntity>Country,P
1256,Belen,entity,3,Top>Location>GeoPoliticalEntity>City,P
1257,AC,entity,4,Top,N
1258,chicken,concept,1,Top>LivingThing>Animal>Vertebrate>Bird,P+
1261,hotel,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
1262,bed,concept,5,Top>Location>GeographicalEntity>WaterForm>Channel,N
1265,position,concept,8,Top>OtherEntity>Title,NEU
1266,salad,concept,9,Top>Product>Food>CookedPlate,N
1272,soup,concept,15,Top>Product>Food>CookedPlate,N
1273,tourism agency,concept,16,Top,P
1274,paradise,concept,17,Top>Location,P
1275,fish,concept,18,Top>LivingThing>Animal>Vertebrate>Fish,P+
1279,bathroom,concept,22,Top>Location>Facility,P+
1282,housing,concept,25,Top>Location>Facility,P
1283,room,concept,26,Top>Location>Facility,N+
1285,hall,concept,28,Top>Location>Facility,P
1286,mattress,concept,29,Top>Product,N
1288,Wi-Fi,concept,31,Top>OtherEntity>MethodSystem,P
1289,rice,concept,32,Top>Product>Food>FruitOrVegetable,NEU
1291,course,concept,34,Top,P+
1294,room,concept,37,Top>Location>Facility,N+
1295,rice,concept,38,Top>LivingThing>Flora,NEU
1297,condition,concept,2,Top,P
1298,food,concept,3,Top>Product>Food,P
1299,place,concept,4,Top>Location,P
1303,person,concept,8,Top>Person,P+
1304,tourist,concept,9,Top>Person,P
1306,selection,concept,1,Top>Organization,N
1307,people,concept,2,Top>Person,N
1308,lunch,concept,3,Top>Product>Food,N
1309,welcome,concept,4,Top>OtherEntity,N
1310,buffet,concept,5,Top,N
1311,food,concept,6,Top>Product>Food,N
1312,friendly,concept,7,Top,NEU
1313,reception,concept,8,Top,N
1315,area,concept,10,Top>Location,N
1321,food,concept,4,Top>Product>Food,NEU
1322,friendly,concept,5,Top,P
1323,store,concept,6,Top>Location>Facility>Market,P
1324,staff,concept,7,Top>Organization,P
1325,friendly,concept,8,Top,P
1327,Wi-Fi,concept,10,Top>OtherEntity>MethodSystem,N
1333,friend,concept,2,Top>Person,P
1334,proximity,concept,3,Top>Location,P
1335,food,concept,4,Top>Product>Food,P
1337,room,concept,6,Top>Location>Facility,P
1339,room,concept,8,Top>Location>Facility,P
1345,gravy,concept,3,Top>Product>Food>CookedPlate,P
1347,sauce,concept,5,Top>Product>Food>CookedPlate,P
1349,restaurant,concept,7,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
1356,meat,concept,14,Top>Product>Food>Meat,P
1357,potato,concept,15,Top>LivingThing>Flora,P
1359,rice,concept,17,Top>Product>Food>FruitOrVegetable,P
1360,rice,concept,18,Top>LivingThing>Flora,P
1362,Belen,entity,2,Top>Location>GeoPoliticalEntity>City,P
1364,Church of Nativity,entity,4,Top>Location>Facility,N
1366,basket,concept,1,Top>Product>Utensil>Container,NEU
1368,master,concept,3,Top,NEU
1371,hotel,concept,6,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
1372,street,concept,7,Top>Location>Facility>Line,NEU
1378,center,concept,13,Top,N
1380,star,concept,15,Top>OtherEntity>Vocation,P
1382,channel,concept,17,Top>Location>GeographicalEntity>WaterForm>Channel,P
1385,foot,concept,20,Top>LivingThing>BodyPart,N
1386,stone,concept,21,Top>LivingThing>Flora>FloraPart,NEU
1388,restaurant,concept,23,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,N
1389,calculus,concept,24,Top>OtherEntity>Disease,NEU
1390,stone,concept,25,Top>Product>Substance>Mineral,NEU
1391,buffet,concept,26,Top,N
1395,center,concept,30,Top>Location,N
1396,road,concept,31,Top>Location>Facility>Line,N
1397,basket,concept,32,Top>Product>Utensil>Container,NEU
1398,place,concept,33,Top>Location,P+
1400,city,concept,35,Top>Location>GeoPoliticalEntity>City,N
1401,basketball,concept,36,Top>OtherEntity>Doctrine>Sports,NEU
1404,foot,concept,39,Top>Unit>PhysicalExtentUnit,N
1406,staff,concept,41,Top>Organization,P
1407,basket,concept,42,Top>Product>Utensil>Container,NEU
1408,center,concept,43,Top>Location>Facility,N
1409,Christian,concept,44,Top>Person,P
1410,road,concept,45,Top>Location>Facility>Line,N
1411,channel,concept,46,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>MediaCompany,P
1413,star,concept,48,Top>Location>AstralBody>Star,P
1414,recommended,concept,49,Top>Person,NEU
1415,Wi-Fi,concept,50,Top>OtherEntity>MethodSystem,N
1416,satellite,concept,51,Top,P
1417,interest,concept,52,Top,P
1419,attraction,concept,54,Top>Product>CulturalProduct>Show,NEU
1420,ground floor,concept,55,Top>Location>Facility,N
1428,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
1429,bed,concept,3,Top>Location>GeographicalEntity>WaterForm>Channel,P
1430,international standard,concept,4,Top,P
1431,star,concept,5,Top>OtherEntity>Vocation,P
1432,check,concept,6,Top>Product>CulturalProduct>Printing,P+
1438,breakfast,concept,12,Top>Event,P
1439,breakfast,concept,13,Top>Product>Food,P
1440,bathroom,concept,14,Top>Location>Facility,P+
1441,standard,concept,15,Top>Product,P+
1443,room,concept,17,Top>Location>Facility,P
1444,star,concept,18,Top>Location>AstralBody>Star,P
1445,waiter,concept,19,Top>OtherEntity>Vocation,P
1446,start,concept,20,Top>Process,P
1449,room,concept,23,Top>Location>Facility,P
1450,waiter,concept,24,Top>OtherEntity>Vocation,P
1452,construction,concept,1,Top,P
1465,food,concept,14,Top>Product>Food,N
1467,place,concept,16,Top>Location,P
1469,pilgrim,concept,18,Top>Person,P
1470,staff,concept,19,Top>Organization,P
1471,friendly,concept,20,Top,P
1472,window,concept,21,Top>Product,P
1476,horse,concept,25,Top>LivingThing>Animal>Vertebrate>Mammal,P
1479,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
1481,brake,concept,4,Top>Product>Machine>Instrument,N
1482,star,concept,5,Top>OtherEntity>Vocation,P+
1485,shock,concept,8,Top>OtherEntity>Disease,N
1490,bathroom,concept,13,Top>Location>Facility,P
1492,room,concept,15,Top>Location>Facility,P
1493,star,concept,16,Top>Location>AstralBody>Star,P+
1494,hall,concept,17,Top>Location>Facility,P
1495,Wi-Fi,concept,18,Top>OtherEntity>MethodSystem,P
1497,stairs,concept,20,Top>Product,N
1498,room,concept,21,Top>Location>Facility,P
1505,location,concept,5,Top>Location>Address,P
1506,single person,concept,6,Top>Person,P
1508,location,concept,8,Top>Location,P
1514,staff,concept,14,Top>Organization,P+
1516,room,concept,16,Top>Location>Facility,P
1517,room,concept,17,Top>Location>Facility,P
1519,Belen,entity,2,Top>Location>GeoPoliticalEntity>City,P
1521,Paradise Hotel,entity,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
1522,Christian,entity,5,Top>Person>LastName,P
1523,people,concept,1,Top>Person,P
1524,hotel,concept,2,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
1525,heart,concept,3,Top>LivingThing>BodyPart,P
1527,faithful,concept,5,Top>Person,P
1528,paradise,concept,6,Top>Location,P
1529,place,concept,7,Top>Location,P
1530,pilgrim,concept,8,Top>Person,P+
1532,staff,concept,10,Top>Organization,P
1533,faith,concept,11,Top,P
1546,gravy,concept,3,Top>Product>Food>CookedPlate,P
1548,sauce,concept,5,Top>Product>Food>CookedPlate,P
1549,salad,concept,6,Top>Product>Food>CookedPlate,N
1550,restaurant,concept,7,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P+
1551,cold,concept,8,Top>OtherEntity>Disease,N
1552,food,concept,9,Top>Product>Food,P
1555,beverage,concept,12,Top>Product>Food>Beverage,P
1557,meat,concept,14,Top>Product>Food>Meat,P
1558,cold,concept,15,Top>Event>NaturalPhenomena,N
1559,potato,concept,16,Top>LivingThing>Flora,P
1561,rice,concept,18,Top>Product>Food>FruitOrVegetable,P
1563,rice,concept,20,Top>LivingThing>Flora,P
1568,compass,concept,4,Top>Product,N
1570,buffet,concept,6,Top,N
1571,wing,concept,7,Top>LivingThing>BodyPart,P
1573,traveler,concept,9,Top>Person,N
1579,chassis,concept,15,Top>Product,P
1582,noise,concept,18,Top,N
1583,tavern,concept,19,Top>Location>Facility,N
1614,store,concept,3,Top>Location>Facility,P
1615,hotel,concept,4,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N+
1618,restaurant,concept,7,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Restaurants,P
1620,buffet,concept,9,Top,P
1624,taxi,concept,13,Top,P+
1625,store,concept,14,Top>Location>Facility>Market,P
1626,staff,concept,15,Top>Organization,P+
1627,bathroom,concept,16,Top>Location>Facility,NEU
1629,performance,concept,18,Top>Process,P
1632,meal,concept,21,Top>Product>Food,P
1633,room,concept,22,Top>Location>Facility,NEU
1634,store,concept,23,Top>Location>Facility>Market,P
1637,room,concept,26,Top>Location>Facility,NEU
1640,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
1642,Arabic,concept,3,Top>OtherEntity>Language,P
1644,buffet,concept,5,Top,P
1645,food,concept,6,Top>Product>Food,P
1646,place,concept,7,Top>Location,P
1648,Arabic,concept,9,Top>OtherEntity>Language,P
1650,Arabic,concept,11,Top>OtherEntity>Language,P
1651,Arabic,concept,12,Top,P
1652,room,concept,13,Top>Location>Facility,P+
1653,hall,concept,14,Top>Location>Facility,P
1655,room,concept,16,Top>Location>Facility,P+
1656,Jerusalem,entity,1,Top>Location>GeoPoliticalEntity>City,P+
1657,The staff,entity,2,Top>Organization,P
1658,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
1659,connection,concept,2,Top>Process,P
1660,chair,concept,3,Top>Location>Facility,P+
1662,welcome,concept,5,Top>OtherEntity,P
1663,shower,concept,6,Top>Event>NaturalPhenomena,P
1664,stall,concept,7,Top>Location>Facility,P
1665,friendly,concept,8,Top,P
1666,place,concept,9,Top>Location,P
1667,reception,concept,10,Top,P
1669,bathroom,concept,12,Top>Location>Facility,P
1672,connection,concept,15,Top,P
1673,room,concept,16,Top>Location>Facility,P
1674,kiosk,concept,17,Top>Location>Facility>Market,P
1675,hall,concept,18,Top>Location>Facility,P+
1677,Wi-Fi,concept,20,Top>OtherEntity>MethodSystem,P
1678,mother,concept,21,Top>Person,P+
1680,attraction,concept,23,Top>Product>CulturalProduct>Show,P+
1682,room,concept,25,Top>Location>Facility,P
1685,food,concept,3,Top>Product>Food,P+
1688,staff,concept,6,Top>Organization,P+
1689,service,concept,7,Top>Product>ProfessionalService,P+
1690,room,concept,8,Top>Location>Facility,P+
1691,Wi-Fi,concept,9,Top>OtherEntity>MethodSystem,P
1692,coffee,concept,10,Top>Product>Food>Beverage,N+
1693,room,concept,11,Top>Location>Facility,P+
1696,selection,concept,2,Top>Organization,P
1702,staff,concept,8,Top>Organization,P
1703,friendly,concept,9,Top,P
1708,Paradise hotel,entity,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P+
1710,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N+
1711,bed,concept,2,Top>Location>GeographicalEntity>WaterForm>Channel,P+
1712,trip,concept,3,Top,N+
1713,friend,concept,4,Top>Person,P
1715,food,concept,6,Top>Product>Food,P
1716,place,concept,7,Top>Location,P+
1718,air conditioning,concept,9,Top,P
1723,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,P
1724,bed,concept,2,Top>Location>GeographicalEntity>WaterForm>Channel,P
1725,corridor,concept,3,Top>Location>Facility>FacilityPart,P+
1726,paradise,concept,4,Top>Location,P
1727,food,concept,5,Top>Product>Food,P+
1728,place,concept,6,Top>Location,N
1729,staff,concept,7,Top>Organization,P
1730,friendly,concept,8,Top,P
1731,bathroom,concept,9,Top>Location>Facility,P
1732,room,concept,10,Top>Location>Facility,P
1733,person,concept,11,Top>Person,N
1735,room,concept,13,Top>Location>Facility,P
1738,Pellegrini,entity,3,Top>Person>LastName,P
1739,hotel,concept,1,Top>Organization>Company>ConsumerGoodsCompany>Discretionary>ConsumerServicesCompany>Hotels,N
1751,coach,concept,2,Top>OtherEntity>Vocation,N
