Text,Polarity,Agreement,Subjectivity,Confidence,Irony
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
"We went as a group to Jacir Palace, an aged behemoth!.We were pre-checkedin, and were given the room keys immediately! It felt wonderful to go to the room after a long drive!!.Yes, the corridors were long and numerous. But the hotel management had sign posted the way for easy access. The lift doors closed quickly, a hazard for all passengers! Service was quick and and the rooms were huge! In the new age, AC wall outlets for charging, was sorely missed!A face-lift is definitely in order!",NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC
"after an hour of twoo driving we arrived at Jacir Palace in Bethlehem. A hotel in old time it was an palace i heard,beautiful big hotel in Palestine side .A Huge lovely hotel.The rooms was not logical for us to reach,long koridor..not logical lift to go to our rooms,we keep walking around to find our room.A beautiful hotel but i got the feeling its not ready yet to receiving gast.The rooms was nice but not clean. The breakfast its nice.",P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC
"wonderfull place with pool, spa, bar, good foodquiet rooms but complicated floors in 3 different buildings gathered through nice coridors you need to experienceThe problem we had were dearty rooms and lavatory. Very sad.",N,DISAGREEMENT,SUBJECTIVE,76,IRONIC
I brought a group of young pilgrims to stay at this hotel on a recent Pilgrimage to the Holy Land. Rooms were pleasant and comfortable. Meals were reasonable with a good choice and were buffet style. There were no particularly outstanding features but the hotel was clean and perfectly adequate and the staff were friendly and helpful.,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC
We stayed at this hotel for four days in June. It is one of the biggest hotels in Bethlehem and in my opinion too big. It is a hotel without atmosphere. The lobby is big with many corners and with a bar. A lot of pilgrim groups from all over the world is coming and going all the time. The rooms are big but ours was not clean. Dust was laying in the corners. The selection of food served from a buffet was not big and almost the same every day.,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC
"Stayed here for 16 days and liked the hotel a lot. The staff is really friendly and helps you with almost everything. I stayed at the 11th floor where there are balconys. I recommend this if it is possible. Great view over Bethlehem! The rooms are big, clean and tidy. There is a safe and a big closet for your clothes. The showers are nice and the bathroom clean. I would recommend staying here.The only negative about the hotel is that there are many travellers coming in buses. Which means that there can be some noise early in the morning when people are leaving. Also the breakfeast room can be crowded in the morning! But the hotel has a good system where you get Your own table and it works pretty well.",P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
I brought a group of young pilgrims to stay at this hotel on a recent Pilgrimage to the Holy Land. Rooms were pleasant and comfortable. Meals were reasonable with a good choice and were buffet style. There were no particularly outstanding features but the hotel was clean and perfectly adequate and the staff were friendly and helpful.,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC
We stayed at this hotel for four days in June. It is one of the biggest hotels in Bethlehem and in my opinion too big. It is a hotel without atmosphere. The lobby is big with many corners and with a bar. A lot of pilgrim groups from all over the world is coming and going all the time. The rooms are big but ours was not clean. Dust was laying in the corners. The selection of food served from a buffet was not big and almost the same every day.,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC
"Stayed here for 16 days and liked the hotel a lot. The staff is really friendly and helps you with almost everything. I stayed at the 11th floor where there are balconys. I recommend this if it is possible. Great view over Bethlehem! The rooms are big, clean and tidy. There is a safe and a big closet for your clothes. The showers are nice and the bathroom clean. I would recommend staying here.The only negative about the hotel is that there are many travellers coming in buses. Which means that there can be some noise early in the morning when people are leaving. Also the breakfeast room can be crowded in the morning! But the hotel has a good system where you get Your own table and it works pretty well.",P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
I brought a group of young pilgrims to stay at this hotel on a recent Pilgrimage to the Holy Land. Rooms were pleasant and comfortable. Meals were reasonable with a good choice and were buffet style. There were no particularly outstanding features but the hotel was clean and perfectly adequate and the staff were friendly and helpful.,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC
We stayed at this hotel for four days in June. It is one of the biggest hotels in Bethlehem and in my opinion too big. It is a hotel without atmosphere. The lobby is big with many corners and with a bar. A lot of pilgrim groups from all over the world is coming and going all the time. The rooms are big but ours was not clean. Dust was laying in the corners. The selection of food served from a buffet was not big and almost the same every day.,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC
"Stayed here for 16 days and liked the hotel a lot. The staff is really friendly and helps you with almost everything. I stayed at the 11th floor where there are balconys. I recommend this if it is possible. Great view over Bethlehem! The rooms are big, clean and tidy. There is a safe and a big closet for your clothes. The showers are nice and the bathroom clean. I would recommend staying here.The only negative about the hotel is that there are many travellers coming in buses. Which means that there can be some noise early in the morning when people are leaving. Also the breakfeast room can be crowded in the morning! But the hotel has a good system where you get Your own table and it works pretty well.",P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
I brought a group of young pilgrims to stay at this hotel on a recent Pilgrimage to the Holy Land. Rooms were pleasant and comfortable. Meals were reasonable with a good choice and were buffet style. There were no particularly outstanding features but the hotel was clean and perfectly adequate and the staff were friendly and helpful.,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC
We stayed at this hotel for four days in June. It is one of the biggest hotels in Bethlehem and in my opinion too big. It is a hotel without atmosphere. The lobby is big with many corners and with a bar. A lot of pilgrim groups from all over the world is coming and going all the time. The rooms are big but ours was not clean. Dust was laying in the corners. The selection of food served from a buffet was not big and almost the same every day.,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC
"Stayed here for 16 days and liked the hotel a lot. The staff is really friendly and helps you with almost everything. I stayed at the 11th floor where there are balconys. I recommend this if it is possible. Great view over Bethlehem! The rooms are big, clean and tidy. There is a safe and a big closet for your clothes. The showers are nice and the bathroom clean. I would recommend staying here.The only negative about the hotel is that there are many travellers coming in buses. Which means that there can be some noise early in the morning when people are leaving. Also the breakfeast room can be crowded in the morning! But the hotel has a good system where you get Your own table and it works pretty well.",P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
I brought a group of young pilgrims to stay at this hotel on a recent Pilgrimage to the Holy Land. Rooms were pleasant and comfortable. Meals were reasonable with a good choice and were buffet style. There were no particularly outstanding features but the hotel was clean and perfectly adequate and the staff were friendly and helpful.,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC
We stayed at this hotel for four days in June. It is one of the biggest hotels in Bethlehem and in my opinion too big. It is a hotel without atmosphere. The lobby is big with many corners and with a bar. A lot of pilgrim groups from all over the world is coming and going all the time. The rooms are big but ours was not clean. Dust was laying in the corners. The selection of food served from a buffet was not big and almost the same every day.,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC
"Stayed here for 16 days and liked the hotel a lot. The staff is really friendly and helps you with almost everything. I stayed at the 11th floor where there are balconys. I recommend this if it is possible. Great view over Bethlehem! The rooms are big, clean and tidy. There is a safe and a big closet for your clothes. The showers are nice and the bathroom clean. I would recommend staying here.The only negative about the hotel is that there are many travellers coming in buses. Which means that there can be some noise early in the morning when people are leaving. Also the breakfeast room can be crowded in the morning! But the hotel has a good system where you get Your own table and it works pretty well.",P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
I brought a group of young pilgrims to stay at this hotel on a recent Pilgrimage to the Holy Land. Rooms were pleasant and comfortable. Meals were reasonable with a good choice and were buffet style. There were no particularly outstanding features but the hotel was clean and perfectly adequate and the staff were friendly and helpful.,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC
We stayed at this hotel for four days in June. It is one of the biggest hotels in Bethlehem and in my opinion too big. It is a hotel without atmosphere. The lobby is big with many corners and with a bar. A lot of pilgrim groups from all over the world is coming and going all the time. The rooms are big but ours was not clean. Dust was laying in the corners. The selection of food served from a buffet was not big and almost the same every day.,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC
"Stayed here for 16 days and liked the hotel a lot. The staff is really friendly and helps you with almost everything. I stayed at the 11th floor where there are balconys. I recommend this if it is possible. Great view over Bethlehem! The rooms are big, clean and tidy. There is a safe and a big closet for your clothes. The showers are nice and the bathroom clean. I would recommend staying here.The only negative about the hotel is that there are many travellers coming in buses. Which means that there can be some noise early in the morning when people are leaving. Also the breakfeast room can be crowded in the morning! But the hotel has a good system where you get Your own table and it works pretty well.",P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC
I brought a group of young pilgrims to stay at this hotel on a recent Pilgrimage to the Holy Land. Rooms were pleasant and comfortable. Meals were reasonable with a good choice and were buffet style. There were no particularly outstanding features but the hotel was clean and perfectly adequate and the staff were friendly and helpful.,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC
